ãCè€í°ÅuâﬂãéÇÃãCè€ÉfÅ[É^ÅEÉ_ÉEÉìÉçÅ[ÉhÅvÇÊÇËéÊìæ 2026/03/18 10:31:25

,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR
2024/2/16,7.0,8,1,5.3,8,10.7,8,1,10.6,8,1.6,8,1,0.5,8,0.0,0,8,1,1.7,,8,4.2,8,1,,0,19.4,8,ñkñkêº,8,1,,0
2024/2/17,5.8,8,1,5.4,8,13.6,8,1,10.7,8,-0.9,8,1,0.6,8,0,1,8,1,1.8,,8,1.5,8,1,,0,5.0,8,ìÏ,8,1,,0
2024/2/18,10.2,8,1,5.4,8,18.7,8,1,10.8,8,1.6,8,1,0.7,8,0,1,8,1,1.8,,8,2.1,8,1,,0,6.3,8,ìÏìå,8,1,,0
2024/2/19,13.8,8,1,5.5,8,15.6,8,1,10.9,8,10.3,8,1,0.8,8,7.0,0,8,1,1.9,,8,2.9,8,1,,0,7.9,8,ìåñkìå,8,1,,0
2024/2/20,14.4,8,1,5.6,8,19.8,8,1,11.0,8,11.8,8,1,0.8,8,0.0,0,8,1,1.9,,8,2.0,8,1,,0,7.1,8,ìåìÏìå,8,1,,0
2024/2/21,10.4,8,1,5.8,8,11.9,8,1,11.2,8,9.0,8,1,0.9,8,26.0,0,8,1,2.0,,8,2.0,8,1,,0,6.9,8,ñk,8,1,,0
2024/2/22,8.3,8,1,5.9,8,10.3,8,1,11.3,8,5.8,8,1,1.1,8,10.0,0,8,1,2.0,,8,2.4,8,1,,0,7.3,8,ñk,8,1,,0
2024/2/23,6.6,8,1,6.0,8,10.1,8,1,11.5,8,5.2,8,1,1.2,8,0.5,0,8,1,2.1,,8,2.8,8,1,,0,12.5,8,ñk,8,1,,0
2024/2/24,6.6,8,1,6.2,8,11.5,8,1,11.6,8,1.4,8,1,1.3,8,0.0,0,8,1,2.1,,8,2.7,8,1,,0,8.6,8,ìå,8,1,,0
2024/2/25,5.9,8,1,6.3,8,9.3,8,1,11.8,8,3.5,8,1,1.4,8,13.5,0,8,1,2.2,,8,1.9,8,1,,0,8.7,8,ñkñkêº,8,1,,0
2024/2/26,5.9,8,1,6.4,8,11.2,8,1,11.9,8,1.6,8,1,1.6,8,0.5,0,8,1,2.3,,8,3.8,8,1,,0,16.8,8,ñkñkêº,8,1,,0
2024/2/27,5.7,8,1,6.6,8,10.7,8,1,12.1,8,2.6,8,1,1.7,8,0.0,0,8,1,2.3,,8,4.1,8,1,,0,15.1,8,ñkñkêº,8,1,,0
2024/2/28,6.7,8,1,6.7,8,13.9,8,1,12.2,8,0.3,8,1,1.8,8,0,1,8,1,2.4,,8,1.8,8,1,,0,7.2,8,ìÏ,8,1,,0
2024/2/29,6.3,8,1,6.8,8,8.5,8,1,12.3,8,4.3,8,1,1.9,8,19.5,0,8,1,2.4,,8,2.6,8,1,,0,8.7,8,ñk,8,1,,0
2024/3/1,8.2,8,1,6.8,8,14.4,8,1,12.3,8,2.6,8,1,1.9,8,0.0,0,8,1,2.4,,8,5.9,8,1,,0,16.5,8,êº,8,1,,0
2024/3/2,2.9,8,1,7.0,8,7.5,8,1,12.5,8,-0.9,8,1,2.1,8,0.0,0,8,1,2.5,,8,3.8,8,1,,0,12.9,8,êº,8,1,,0
2024/3/3,4.3,8,1,7.1,8,12.6,8,1,12.6,8,-2.9,8,1,2.1,8,0.0,0,8,1,2.5,,8,3.1,8,1,,0,13.3,8,êºìÏêº,8,1,,0
2024/3/4,8.6,8,1,7.2,8,15.6,8,1,12.8,8,1.3,8,1,2.2,8,0.0,0,8,1,2.6,,8,2.6,8,1,,0,10.1,8,êºìÏêº,8,1,,0
2024/3/5,7.2,8,1,7.3,8,9.5,8,1,12.9,8,6.0,8,1,2.3,8,23.5,0,8,1,2.6,,8,3.2,8,1,,0,9.2,8,ìåñkìå,8,1,,0
2024/3/6,8.3,8,1,7.4,8,11.6,8,1,13.1,8,5.9,8,1,2.4,8,0.0,0,8,1,2.6,,8,3.3,8,1,,0,12.9,8,ñk,8,1,,0
2024/3/7,8.0,8,1,7.5,8,12.9,8,1,13.2,8,5.1,8,1,2.4,8,0.0,0,8,1,2.6,,8,2.0,8,1,,0,7.0,8,ìÏêº,8,1,,0
2024/3/8,6.9,8,1,7.6,8,12.8,8,1,13.3,8,2.5,8,1,2.5,8,0.5,0,8,1,2.5,,8,4.5,8,1,,0,18.2,8,êº,8,1,,0
2024/3/9,4.5,8,1,7.7,8,8.9,8,1,13.5,8,0.8,8,1,2.5,8,0.0,0,8,1,2.5,,8,4.3,8,1,,0,14.3,8,ñkñkêº,8,1,,0
2024/3/10,5.0,8,1,7.8,8,12.6,8,1,13.6,8,-1.7,8,1,2.6,8,0,1,8,1,2.5,,8,2.2,8,1,,0,9.9,8,ìÏêº,8,1,,0
2024/3/11,7.1,8,1,7.9,8,14.6,8,1,13.8,8,-0.3,8,1,2.7,8,0.0,0,8,1,2.5,,8,2.2,8,1,,0,7.9,8,ìÏìå,8,1,,0
2024/3/12,8.3,8,1,8.0,8,13.0,8,1,14.0,8,6.6,8,1,2.8,8,26.5,0,8,1,2.5,,8,3.3,8,1,,0,12.5,8,ñkñkêº,8,1,,0
2024/3/13,8.5,8,1,8.2,8,14.7,8,1,14.1,8,3.3,8,1,2.9,8,0.0,0,8,1,2.5,,8,4.1,8,1,,0,12.0,8,êºñkêº,8,1,,0
2024/3/14,8.6,8,1,8.3,8,16.5,8,1,14.3,8,1.2,8,1,3.0,8,0,1,8,1,2.5,,8,2.5,8,1,,0,11.0,8,ìÏêº,8,1,,0
2024/3/15,10.1,8,1,8.5,8,18.9,8,1,14.5,8,1.5,8,1,3.1,8,0,1,8,1,2.6,,8,3.2,8,1,,0,13.1,8,ìÏêº,8,1,,0
2024/3/16,11.7,8,1,8.6,8,21.8,8,1,14.6,8,3.2,8,1,3.3,8,0,1,8,1,2.6,,8,1.6,8,1,,0,6.8,8,ìÏ,8,1,,0
2024/3/17,11.1,8,1,8.8,8,14.0,8,1,14.8,8,8.2,8,1,3.4,8,4.0,0,8,1,2.7,,8,1.9,8,1,,0,8.4,8,ñkñkêº,8,1,,0
2024/3/18,8.4,8,1,8.9,8,12.5,8,1,14.9,8,3.7,8,1,3.5,8,0,1,8,1,2.8,,8,4.7,8,1,,0,15.1,8,ñkêº,8,1,,0
2024/3/19,8.4,8,1,9.1,8,15.2,8,1,15.0,8,2.3,8,1,3.7,8,0.0,0,8,1,2.8,,8,3.3,8,1,,0,15.0,8,êºìÏêº,8,1,,0
2024/3/20,5.6,8,1,9.2,8,9.7,8,1,15.2,8,1.9,8,1,3.8,8,5.0,0,8,1,2.8,,8,6.8,8,1,,0,17.9,8,êº,8,1,,0
2024/3/21,4.1,8,1,9.3,8,9.9,8,1,15.3,8,-0.1,8,1,4.0,8,0.0,0,8,1,2.9,,8,3.1,8,1,,0,10.9,8,êºìÏêº,8,1,,0
2024/3/22,5.7,8,1,9.5,8,12.3,8,1,15.4,8,-0.8,8,1,4.1,8,0,1,8,1,2.9,,8,2.0,8,1,,0,7.5,8,ìÏìå,8,1,,0
2024/3/23,8.3,8,1,9.6,8,10.4,8,1,15.5,8,5.5,8,1,4.3,8,15.5,0,8,1,2.9,,8,1.5,8,1,,0,4.5,8,ñkñkêº,8,1,,0
2024/3/24,11.0,8,1,9.8,8,12.9,8,1,15.7,8,9.4,8,1,4.4,8,8.0,0,8,1,2.8,,8,1.5,8,1,,0,6.1,8,ìåñkìå,8,1,,0
2024/3/25,12.6,8,1,9.9,8,15.5,8,1,15.8,8,11.0,8,1,4.5,8,26.0,0,8,1,2.8,,8,1.3,8,1,,0,6.4,8,ìå,8,1,,0
2024/3/26,10.1,8,1,10.1,8,13.2,8,1,16.0,8,6.8,8,1,4.7,8,47.0,0,8,1,2.8,,8,3.9,8,1,,0,15.4,8,ñkñkêº,8,1,,0
2024/3/27,9.7,8,1,10.3,8,16.1,8,1,16.1,8,3.0,8,1,4.8,8,0,1,8,1,2.7,,8,2.5,8,1,,0,7.5,8,ìÏ,8,1,,0
2024/3/28,11.4,8,1,10.4,8,16.2,8,1,16.3,8,5.8,8,1,5.0,8,10.0,0,8,1,2.7,,8,3.0,8,1,,0,9.7,8,ìåìÏìå,8,1,,0
2024/3/29,16.6,8,1,10.6,8,22.1,8,1,16.5,8,11.9,8,1,5.2,8,2.0,0,8,1,2.6,,8,4.5,8,1,,0,14.8,8,ìÏêº,8,1,,0
2024/3/30,17.0,8,1,10.9,8,22.4,8,1,16.7,8,10.5,8,1,5.4,8,0,1,8,1,2.6,,8,3.4,8,1,,0,10.4,8,ìÏìÏêº,8,1,,0
2024/3/31,17.3,8,1,11.1,8,24.3,8,1,16.9,8,10.3,8,1,5.6,8,0.0,0,8,1,2.6,,8,2.3,8,1,,0,11.3,8,ìÏêº,8,1,,0
2024/4/1,16.8,8,1,11.3,8,23.5,8,1,17.1,8,10.4,8,1,5.8,8,0,1,8,1,2.7,,8,3.8,8,1,,0,18.0,8,ñkñkêº,8,1,,0
2024/4/2,13.6,8,1,11.5,8,19.9,8,1,17.3,8,6.6,8,1,6.0,8,0.0,0,8,1,2.7,,8,2.1,8,1,,0,6.5,8,ñkìå,8,1,,0
2024/4/3,13.8,8,1,11.7,8,14.7,8,1,17.5,8,12.3,8,1,6.2,8,52.5,0,8,1,2.7,,8,3.1,8,1,,0,9.7,8,ìå,8,1,,0
2024/4/4,15.8,8,1,11.9,8,19.4,8,1,17.7,8,12.2,8,1,6.4,8,0.5,0,8,1,2.8,,8,3.4,8,1,,0,9.8,8,ñk,8,1,,0
2024/4/5,13.3,8,1,12.2,8,18.0,8,1,17.9,8,9.7,8,1,6.6,8,0,1,8,1,2.9,,8,1.9,8,1,,0,5.8,8,ìÏ,8,1,,0
2024/4/6,14.4,8,1,12.4,8,21.4,8,1,18.1,8,7.5,8,1,6.8,8,0.0,0,8,1,2.9,,8,1.7,8,1,,0,5.8,8,ìÏìÏìå,8,1,,0
2024/4/7,17.1,8,1,12.6,8,24.2,8,1,18.3,8,10.7,8,1,7.0,8,0,1,8,1,3.0,,8,1.7,8,1,,0,7.3,8,ìÏìå,8,1,,0
2024/4/8,17.1,8,1,12.8,8,21.5,8,1,18.5,8,14.2,8,1,7.2,8,13.5,0,8,1,3.1,,8,2.1,8,1,,0,6.4,8,ìåñkìå,8,1,,0
2024/4/9,13.2,8,1,13.0,8,16.8,8,1,18.6,8,7.0,8,1,7.4,8,17.0,0,8,1,3.1,,8,4.4,8,1,,0,13.7,8,ñkñkêº,8,1,,0
2024/4/10,10.9,8,1,13.1,8,17.6,8,1,18.8,8,3.7,8,1,7.6,8,0,1,8,1,3.2,,8,2.2,8,1,,0,7.2,8,ìÏìå,8,1,,0
2024/4/11,14.5,8,1,13.3,8,20.3,8,1,19.0,8,7.6,8,1,7.7,8,0,1,8,1,3.2,,8,2.6,8,1,,0,7.9,8,ìå,8,1,,0
2024/4/12,17.2,8,1,13.5,8,24.1,8,1,19.2,8,10.0,8,1,7.9,8,0,1,8,1,3.2,,8,2.0,8,1,,0,7.6,8,ìÏìå,8,1,,0
2024/4/13,18.1,8,1,13.7,8,26.1,8,1,19.4,8,10.9,8,1,8.1,8,0,1,8,1,3.2,,8,1.9,8,1,,0,7.5,8,ìÏ,8,1,,0
2024/4/14,18.0,8,1,13.9,8,26.4,8,1,19.6,8,10.8,8,1,8.3,8,0,1,8,1,3.2,,8,2.2,8,1,,0,7.8,8,ìÏìå,8,1,,0
2024/4/15,18.4,8,1,14.1,8,23.6,8,1,19.8,8,14.6,8,1,8.5,8,0.0,0,8,1,3.2,,8,4.5,8,1,,0,13.7,8,ìåìÏìå,8,1,,0
2024/4/16,19.3,8,1,14.3,8,24.5,8,1,20.0,8,15.6,8,1,8.7,8,1.0,0,8,1,3.2,,8,3.3,8,1,,0,8.8,8,ìåìÏìå,8,1,,0
2024/4/17,19.6,8,1,14.5,8,25.5,8,1,20.2,8,14.4,8,1,8.9,8,0.0,0,8,1,3.1,,8,2.0,8,1,,0,7.6,8,ìÏ,8,1,,0
2024/4/18,17.6,8,1,14.7,8,24.3,8,1,20.4,8,13.4,8,1,9.1,8,0,1,8,1,3.1,,8,2.8,8,1,,0,12.4,8,ñkñkìå,8,1,,0
2024/4/19,17.6,8,1,14.8,8,24.9,8,1,20.5,8,9.9,8,1,9.3,8,0,1,8,1,3.1,,8,2.7,8,1,,0,10.3,8,ìÏêº,8,1,,0
2024/4/20,18.0,8,1,15.0,8,24.2,8,1,20.7,8,11.3,8,1,9.5,8,0.5,0,8,1,3.1,,8,1.9,8,1,,0,6.8,8,ìÏ,8,1,,0
2024/4/21,16.6,8,1,15.2,8,18.5,8,1,20.9,8,14.9,8,1,9.7,8,11.5,0,8,1,3.1,,8,1.8,8,1,,0,5.8,8,ñkìå,8,1,,0
2024/4/22,19.7,8,1,15.3,8,23.0,8,1,21.1,8,16.7,8,1,9.9,8,0.0,0,8,1,3.1,,8,1.6,8,1,,0,5.2,8,ìÏìå,8,1,,0
2024/4/23,18.4,8,1,15.5,8,21.2,8,1,21.3,8,16.8,8,1,10.1,8,7.5,0,8,1,3.1,,8,3.7,8,1,,0,11.0,8,ìåìÏìå,8,1,,0
2024/4/24,17.0,8,1,15.7,8,19.1,8,1,21.4,8,13.6,8,1,10.3,8,4.5,0,8,1,3.0,,8,3.0,8,1,,0,8.7,8,ìå,8,1,,0
2024/4/25,17.8,8,1,15.8,8,25.0,8,1,21.6,8,10.7,8,1,10.5,8,0,1,8,1,3.0,,8,2.0,8,1,,0,7.1,8,ìÏêº,8,1,,0
2024/4/26,18.0,8,1,16.0,8,23.6,8,1,21.8,8,12.7,8,1,10.7,8,0,1,8,1,2.9,,8,2.1,8,1,,0,8.1,8,ñkìå,8,1,,0
2024/4/27,18.6,8,1,16.2,8,22.9,8,1,22.1,8,15.3,8,1,10.9,8,0.0,0,8,1,2.9,,8,2.0,8,1,,0,6.0,8,ìÏìÏìå,8,1,,0
2024/4/28,20.4,8,1,16.4,8,28.4,8,1,22.3,8,13.2,8,1,11.2,8,0,1,8,1,2.8,,8,1.9,8,1,,0,6.4,8,ñkìå,8,1,,0
2024/4/29,19.1,8,1,16.7,8,22.3,8,1,22.5,8,16.8,8,1,11.4,8,10.5,0,8,1,2.8,,8,3.0,8,1,,0,8.3,8,ìåñkìå,8,1,,0
2024/4/30,19.6,8,1,16.9,8,23.8,8,1,22.7,8,17.7,8,1,11.7,8,8.0,0,8,1,2.8,,8,2.3,8,1,,0,8.0,8,ñkñkêº,8,1,,0
2024/5/1,14.9,8,1,17.1,8,18.0,8,1,22.9,8,11.9,8,1,12.0,8,5.0,0,8,1,2.8,,8,3.0,8,1,,0,7.5,8,ñk,8,1,,0
2024/5/2,15.2,8,1,17.3,8,21.8,8,1,23.1,8,8.8,8,1,12.3,8,0,1,8,1,2.8,,8,1.9,8,1,,0,6.4,8,ìÏìÏìå,8,1,,0
2024/5/3,17.5,8,1,17.5,8,25.0,8,1,23.3,8,10.3,8,1,12.5,8,0,1,8,1,2.9,,8,2.0,8,1,,0,6.2,8,ìÏìå,8,1,,0
2024/5/4,19.3,8,1,17.7,8,27.3,8,1,23.5,8,11.3,8,1,12.8,8,0,1,8,1,3.0,,8,2.5,8,1,,0,7.2,8,ìåñkìå,8,1,,0
2024/5/5,19.9,8,1,17.8,8,26.5,8,1,23.6,8,13.6,8,1,13.0,8,0,1,8,1,3.1,,8,3.5,8,1,,0,10.5,8,ìÏìå,8,1,,0
2024/5/6,19.8,8,1,18.0,8,23.6,8,1,23.7,8,18.4,8,1,13.2,8,15.0,0,8,1,3.2,,8,3.9,8,1,,0,11.2,8,ìåìÏìå,8,1,,0
2024/5/7,19.7,8,1,18.1,8,23.3,8,1,23.8,8,17.0,8,1,13.4,8,4.5,0,8,1,3.4,,8,4.3,8,1,,0,12.4,8,êºìÏêº,8,1,,0
2024/5/8,15.5,8,1,18.2,8,18.8,8,1,23.9,8,10.8,8,1,13.5,8,0.0,0,8,1,3.6,,8,4.4,8,1,,0,13.2,8,ñkñkêº,8,1,,0
2024/5/9,14.6,8,1,18.3,8,21.3,8,1,24.0,8,8.7,8,1,13.7,8,0,1,8,1,3.7,,8,3.0,8,1,,0,10.6,8,ñkñkêº,8,1,,0
2024/5/10,16.3,8,1,18.3,8,24.0,8,1,24.1,8,8.2,8,1,13.8,8,0,1,8,1,3.9,,8,2.4,8,1,,0,8.3,8,ìåìÏìå,8,1,,0
2024/5/11,19.1,8,1,18.4,8,25.8,8,1,24.1,8,12.1,8,1,13.9,8,0,1,8,1,4.0,,8,2.7,8,1,,0,8.2,8,ìåìÏìå,8,1,,0
2024/5/12,19.4,8,1,18.5,8,22.0,8,1,24.2,8,18.0,8,1,14.1,8,20.5,0,8,1,4.1,,8,3.0,8,1,,0,6.4,8,ìåñkìå,8,1,,0
2024/5/13,16.7,8,1,18.6,8,21.0,8,1,24.3,8,11.5,8,1,14.2,8,6.5,0,8,1,4.1,,8,2.8,8,1,,0,13.0,8,ñkñkêº,8,1,,0
2024/5/14,16.6,8,1,18.7,8,24.9,8,1,24.4,8,7.9,8,1,14.3,8,0,1,8,1,4.2,,8,1.9,8,1,,0,6.5,8,ìÏìå,8,1,,0
2024/5/15,18.2,8,1,18.9,8,25.1,8,1,24.6,8,11.8,8,1,14.5,8,0,1,8,1,4.1,,8,2.0,8,1,,0,7.6,8,ìÏìå,8,1,,0
2024/5/16,17.2,8,1,19.0,8,20.7,8,1,24.7,8,11.8,8,1,14.6,8,0.0,0,8,1,4.1,,8,5.9,8,1,,0,20.8,8,ìÏêº,8,1,,0
2024/5/17,19.1,8,1,19.2,8,26.2,8,1,24.9,8,10.9,8,1,14.7,8,0,1,8,1,4.0,,8,3.6,8,1,,0,11.1,8,ìÏìÏêº,8,1,,0
2024/5/18,20.6,8,1,19.3,8,28.5,8,1,25.0,8,12.3,8,1,14.9,8,0,1,8,1,3.9,,8,1.9,8,1,,0,6.5,8,ìåìÏìå,8,1,,0
2024/5/19,17.5,8,1,19.5,8,20.5,8,1,25.2,8,15.6,8,1,15.0,8,0.0,0,8,1,3.9,,8,3.0,8,1,,0,9.9,8,ìåñkìå,8,1,,0
2024/5/20,21.0,8,1,19.6,8,27.4,8,1,25.4,8,14.5,8,1,15.2,8,0.0,0,8,1,3.8,,8,2.5,8,1,,0,8.1,8,ìÏêº,8,1,,0
2024/5/21,22.1,8,1,19.8,8,29.6,8,1,25.5,8,16.9,8,1,15.3,8,0,1,8,1,3.7,,8,2.5,8,1,,0,8.4,8,ìå,8,1,,0
2024/5/22,19.6,8,1,19.9,8,24.2,8,1,25.6,8,14.8,8,1,15.5,8,0,1,8,1,3.7,,8,2.2,8,1,,0,5.7,8,ìåìÏìå,8,1,,0
2024/5/23,21.0,8,1,20.0,8,25.3,8,1,25.8,8,17.1,8,1,15.6,8,0,1,8,1,3.6,,8,2.4,8,1,,0,7.1,8,ìåìÏìå,8,1,,0
2024/5/24,22.3,8,1,20.2,8,29.5,8,1,25.9,8,16.3,8,1,15.7,8,0,1,8,1,3.5,,8,3.1,8,1,,0,12.0,8,ñk,8,1,,0
2024/5/25,21.3,8,1,20.3,8,27.6,8,1,26.0,8,15.3,8,1,15.8,8,0,1,8,1,3.5,,8,3.6,8,1,,0,10.5,8,ñkñkêº,8,1,,0
2024/5/26,21.3,8,1,20.4,8,27.9,8,1,26.1,8,13.8,8,1,15.9,8,0.0,0,8,1,3.4,,8,2.9,8,1,,0,7.7,8,ìÏìÏìå,8,1,,0
2024/5/27,23.4,8,1,20.5,8,29.4,8,1,26.1,8,19.4,8,1,16.1,8,7.5,0,8,1,3.4,,8,2.9,8,1,,0,9.7,8,êºìÏêº,8,1,,0
2024/5/28,18.0,8,1,20.6,8,23.1,8,1,26.2,8,14.1,8,1,16.2,8,128.0,0,8,1,3.3,,8,3.2,8,1,,0,11.5,8,ñk,8,1,,0
2024/5/29,19.1,8,1,20.7,8,25.7,8,1,26.3,8,12.5,8,1,16.3,8,0,1,8,1,3.2,,8,2.7,8,1,,0,10.1,8,ìÏìÏêº,8,1,,0
2024/5/30,19.9,8,1,20.8,8,25.2,8,1,26.4,8,13.2,8,1,16.4,8,0,1,8,1,3.2,,8,2.8,8,1,,0,8.3,8,ìå,8,1,,0
2024/5/31,18.2,8,1,20.9,8,19.7,8,1,26.4,8,17.3,8,1,16.5,8,1.0,0,8,1,3.2,,8,2.0,8,1,,0,9.6,8,êºñkêº,8,1,,0
2024/6/1,21.4,8,1,21.0,8,28.6,8,1,26.5,8,15.3,8,1,16.6,8,0,1,8,1,3.1,,8,2.5,8,1,,0,6.7,8,ìÏêº,8,1,,0
2024/6/2,21.1,8,1,21.2,8,26.8,8,1,26.6,8,17.8,8,1,16.7,8,0.0,0,8,1,3.2,,8,2.9,8,1,,0,9.4,8,êºìÏêº,8,1,,0
2024/6/3,19.7,8,1,21.3,8,25.1,8,1,26.6,8,14.1,8,1,16.9,8,0.0,0,8,1,3.2,,8,3.3,8,1,,0,9.5,8,ñk,8,1,,0
2024/6/4,20.0,8,1,21.4,8,25.8,8,1,26.7,8,14.0,8,1,17.0,8,0,1,8,1,3.3,,8,3.9,8,1,,0,11.7,8,ñkñkêº,8,1,,0
2024/6/5,21.2,8,1,21.5,8,26.8,8,1,26.8,8,14.3,8,1,17.2,8,0,1,8,1,3.3,,8,2.3,8,1,,0,7.6,8,ìÏìå,8,1,,0
2024/6/6,20.8,8,1,21.6,8,25.1,8,1,26.9,8,16.2,8,1,17.3,8,0,1,8,1,3.5,,8,2.2,8,1,,0,6.4,8,ìåñkìå,8,1,,0
2024/6/7,23.4,8,1,21.7,8,29.0,8,1,26.9,8,17.7,8,1,17.5,8,0,1,8,1,3.6,,8,2.8,8,1,,0,8.4,8,ìÏìÏìå,8,1,,0
2024/6/8,22.6,8,1,21.9,8,27.9,8,1,27.0,8,17.7,8,1,17.6,8,9.5,0,8,1,3.8,,8,3.6,8,1,,0,10.2,8,ìÏìå,8,1,,0
2024/6/9,19.1,8,1,22.0,8,20.9,8,1,27.1,8,18.0,8,1,17.8,8,36.0,0,8,1,4.0,,8,5.1,8,1,,0,13.7,8,ìåìÏìå,8,1,,0
2024/6/10,22.3,8,1,22.1,8,28.3,8,1,27.2,8,18.0,8,1,17.9,8,0.0,0,8,1,4.2,,8,2.2,8,1,,0,6.9,8,ìåñkìå,8,1,,0
2024/6/11,23.5,8,1,22.2,8,29.6,8,1,27.2,8,18.1,8,1,18.1,8,0,1,8,1,4.4,,8,2.1,8,1,,0,6.6,8,ìÏìÏìå,8,1,,0
2024/6/12,24.5,8,1,22.3,8,30.2,8,1,27.3,8,20.4,8,1,18.2,8,0,1,8,1,4.7,,8,2.5,8,1,,0,7.9,8,ìÏìå,8,1,,0
2024/6/13,25.9,8,1,22.4,8,32.7,8,1,27.4,8,19.8,8,1,18.4,8,0.0,0,8,1,5.0,,8,2.2,8,1,,0,8.7,8,ìÏìÏìå,8,1,,0
2024/6/14,26.7,8,1,22.5,8,32.7,8,1,27.4,8,21.1,8,1,18.5,8,0,1,8,1,5.4,,8,2.5,8,1,,0,7.9,8,ìÏìÏìå,8,1,,0
2024/6/15,25.4,8,1,22.6,8,29.1,8,1,27.5,8,21.5,8,1,18.7,8,0.0,0,8,1,5.8,,8,3.5,8,1,,0,10.6,8,ìÏìå,8,1,,0
2024/6/16,26.1,8,1,22.7,8,32.2,8,1,27.6,8,22.4,8,1,18.8,8,0.0,0,8,1,6.2,,8,3.0,8,1,,0,10.8,8,ìÏêº,8,1,,0
2024/6/17,23.0,8,1,22.8,8,25.7,8,1,27.6,8,20.2,8,1,19.0,8,5.5,0,8,1,6.6,,8,2.0,8,1,,0,5.7,8,ìåñkìå,8,1,,0
2024/6/18,22.4,8,1,22.9,8,28.6,8,1,27.7,8,18.9,8,1,19.1,8,56.0,0,8,1,6.9,,8,2.6,8,1,,0,8.3,8,ñkìå,8,1,,0
2024/6/19,24.8,8,1,23.0,8,32.0,8,1,27.7,8,17.1,8,1,19.3,8,0.0,0,8,1,7.2,,8,1.7,5,1,,0,6.8,5,ìÏìå,5,1,,0
2024/6/20,23.9,8,1,23.1,8,27.3,8,1,27.8,8,21.0,8,1,19.5,8,0.0,0,8,1,7.5,,8,2.9,8,1,,0,11.1,8,ìå,8,1,,0
2024/6/21,23.2,8,1,23.3,8,28.1,8,1,27.9,8,19.6,8,1,19.6,8,16.0,0,8,1,7.7,,8,3.2,8,1,,0,10.7,8,ìåñkìå,8,1,,0
2024/6/22,23.1,8,1,23.4,8,26.8,8,1,28.0,8,21.4,8,1,19.8,8,25.0,0,8,1,7.8,,8,3.0,8,1,,0,8.4,8,ìåñkìå,8,1,,0
2024/6/23,24.6,8,1,23.6,8,26.9,8,1,28.1,8,22.6,8,1,20.0,8,28.5,0,8,1,7.9,,8,2.7,8,1,,0,14.9,8,ìÏêº,8,1,,0
2024/6/24,25.9,8,1,23.7,8,30.2,8,1,28.3,8,23.2,8,1,20.2,8,0.0,0,8,1,7.9,,8,3.5,8,1,,0,9.4,8,ìÏêº,8,1,,0
2024/6/25,25.5,8,1,23.9,8,28.3,8,1,28.4,8,23.3,8,1,20.4,8,0.0,0,8,1,8.0,,8,3.3,8,1,,0,11.1,8,êºìÏêº,8,1,,0
2024/6/26,25.1,8,1,24.1,8,29.7,8,1,28.6,8,22.5,8,1,20.6,8,0.0,0,8,1,8.0,,8,2.3,8,1,,0,7.5,8,ñkêº,8,1,,0
2024/6/27,22.9,8,1,24.3,8,25.6,8,1,28.8,8,20.9,8,1,20.8,8,2.0,0,8,1,8.1,,8,1.8,8,1,,0,5.1,8,ñkìå,8,1,,0
2024/6/28,22.8,8,1,24.5,8,25.1,8,1,28.9,8,20.9,8,1,21.0,8,45.0,0,8,1,8.1,,8,2.0,8,1,,0,7.1,8,êºìÏêº,8,1,,0
2024/6/29,25.8,8,1,24.6,8,30.2,8,1,29.1,8,21.2,8,1,21.2,8,0.5,0,8,1,8.2,,8,2.4,8,1,,0,8.3,8,ìÏ,8,1,,0
2024/6/30,26.2,8,1,24.8,8,31.6,8,1,29.3,8,23.3,8,1,21.4,8,11.0,0,8,1,8.3,,8,2.3,8,1,,0,7.0,8,ìÏêº,8,1,,0
2024/7/1,25.4,8,1,25.0,8,27.7,8,1,29.4,8,24.3,8,1,21.6,8,37.0,0,8,1,8.4,,8,3.5,8,1,,0,11.0,8,êºìÏêº,8,1,,0
2024/7/2,25.7,8,1,25.1,8,29.3,8,1,29.6,8,24.2,8,1,21.7,8,14.5,0,8,1,8.4,,8,2.2,8,1,,0,7.1,8,ìÏìÏìå,8,1,,0
2024/7/3,28.4,8,1,25.3,8,35.1,8,1,29.7,8,23.4,8,1,21.9,8,0.0,0,8,1,8.4,,8,3.4,8,1,,0,13.8,8,ìÏêº,8,1,,0
2024/7/4,28.9,8,1,25.4,8,33.3,8,1,29.9,8,25.2,8,1,22.1,8,0.0,0,8,1,8.3,,8,4.2,8,1,,0,11.0,8,ìÏêº,8,1,,0
2024/7/5,30.4,8,1,25.6,8,34.9,8,1,30.0,8,24.6,8,1,22.2,8,0,1,8,1,8.2,,8,4.6,8,1,,0,14.0,8,ìÏìÏêº,8,1,,0
2024/7/6,30.7,8,1,25.7,8,35.6,8,1,30.2,8,25.9,8,1,22.3,8,0,1,8,1,8.0,,8,3.7,8,1,,0,11.1,8,ìÏêº,8,1,,0
